City_ID,City,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Country,Date
281,union,40.6334,-74.2663,4.53,54,100,4.63,US,1701899067
282,eldorado,-23.7869,-54.2836,25.43,84,98,1.04,BR,1701899067
283,broken hill,-31.95,141.4333,30.53,25,99,8.77,AU,1701898887
284,alpine,32.835,-116.7664,24.01,35,0,3.09,US,1701898805
285,panchagarh,26.3313,88.562,19.2,64,100,1.6,BD,1701899067
286,linqiong,30.4159,103.4609,4.9,62,2,1.05,CN,1701899067
287,lerwick,60.1545,-1.1494,5.0,80,17,8.88,GB,1701899068
288,mwene-ditu,-7.0,23.45,19.39,98,100,1.29,CD,1701899068
289,maragogi,-9.0122,-35.2225,25.86,77,12,3.18,BR,1701899068
290,kudahuvadhoo,2.6708,72.8944,27.8,78,100,3.31,MV,1701899068
291,ingeniero jacobacci,-41.3427,-69.5448,24.57,19,90,6.05,AR,1701899068
292,ozu,33.5,132.55,13.99,71,72,8.78,JP,1701899069
293,sinjai,-5.1241,120.253,24.64,93,98,2.42,ID,1701898828
294,trebujena,36.8725,-6.2165,15.1,100,100,0.51,ES,1701899069
295,villa ocampo,-28.4875,-59.3551,25.62,81,58,3.43,AR,1701899069
296,xinqing,48.2333,129.5,-17.78,97,32,1.79,CN,1701899069
297,gobernador virasora,-28.05,-56.0333,28.06,96,82,0.45,AR,1701899070
298,mokhsogollokh,61.4681,128.9203,-41.99,95,100,0.54,RU,1701899070
299,trairi,-3.2778,-39.2689,26.89,75,92,5.26,BR,1701898816
300,biryusinsk,55.9634,97.8235,-21.47,97,100,5.3,RU,1701899070
301,mont-laurier,46.5501,-75.4993,-10.21,94,8,0.86,CA,1701899070
302,rongelap,11.1635,166.8941,27.5,80,100,10.11,MH,1701899070
303,hammerfest,70.6634,23.6821,-5.75,63,58,8.75,NO,1701899071
304,ust'-kut,56.7938,105.7672,-37.53,98,62,1.79,RU,1701899071
305,songyang,34.4553,113.0281,9.6,26,0,1.91,CN,1701899071
306,katsuren-haebaru,26.3369,127.8719,21.43,60,100,6.17,JP,1701898841
307,grand-bassam,5.2118,-3.7388,28.98,82,34,3.4,CI,1701899071
308,ambalavao,-21.8333,46.9333,19.74,80,98,2.61,MG,1701899071
309,puerto lempira,15.2667,-83.7667,28.08,74,75,4.63,HN,1701898784
310,pandan,14.0453,124.1694,25.61,82,80,3.37,PH,1701899072
311,ola,59.5833,151.2833,-15.97,66,100,6.49,RU,1701899072
312,musan-up,42.2261,129.2078,-7.16,41,70,4.7,KP,1701899072
313,dar kulayb,26.0686,50.5039,21.97,88,18,0.71,BH,1701899072
314,sarmiento,-45.5882,-69.07,24.66,22,1,1.17,AR,1701899072
315,palikir - national government center,6.9248,158.1611,26.41,89,100,2.57,FM,1701899073
316,sumbawa besar,-8.5,117.4333,24.87,89,100,1.44,ID,1701899073
317,pointe-noire,-4.7761,11.8635,26.34,83,54,2.04,CG,1701899073
318,mahajanga,-15.7167,46.3167,29.01,84,20,3.6,MG,1701899073
319,ponta delgada,37.7333,-25.6667,20.4,88,75,7.72,PT,1701899073
320,san julian,21.0167,-102.1667,19.47,44,93,5.16,MX,1701899074
321,othis,49.0739,2.675,4.04,96,75,2.57,FR,1701899074
322,wynne,35.2245,-90.7868,9.19,48,0,1.2,US,1701899074
323,sarangani,5.4033,125.4636,28.05,77,87,2.48,PH,1701899074
324,kayangel,8.0823,134.7173,28.56,75,84,4.46,PW,1701899074
325,lingen,52.5167,7.3167,2.19,87,100,3.49,DE,1701899074
326,petropavlovsk-kamchatsky,53.0452,158.6483,-9.19,69,0,6.71,RU,1701899075
327,cianorte,-23.6633,-52.605,24.31,86,99,1.94,BR,1701899075
328,fairfax,38.8501,-77.3497,5.97,53,75,7.2,US,1701899042
329,murzuq,25.9155,13.9184,17.61,28,100,4.12,LY,1701899075
330,san miguel de allende,20.9167,-100.75,17.38,68,96,1.79,MX,1701899075
331,fort st. john,56.2499,-120.8529,3.94,52,20,5.66,CA,1701899048
332,tefe,-3.3542,-64.7114,32.06,62,40,3.09,BR,1701899076
333,salalah,17.0151,54.0924,24.05,41,0,3.09,OM,1701899076
334,yanchep,-31.55,115.6833,19.23,72,64,4.58,AU,1701899076
335,kristiansund,63.1115,7.732,-0.64,69,75,2.57,NO,1701899076
336,zunyi,27.6867,106.9072,7.88,86,57,0.52,CN,1701899076
337,nakamura,32.9833,132.9333,11.59,69,8,4.62,JP,1701899076
338,zhangye,38.9342,100.4517,-1.06,34,18,0.71,CN,1701899076
339,alo,7.4178,6.7371,28.67,42,90,1.34,NG,1701899077
340,jilin,43.0,126.0,-11.14,93,9,1.36,CN,1701899077
341,manaure,11.7751,-72.4445,29.66,59,11,6.19,CO,1701899077
342,laguna,38.421,-121.4238,15.16,83,40,3.6,US,1701899077
343,cam ranh,11.9214,109.1591,23.98,94,40,6.69,VN,1701899077
344,mukalla,14.5425,49.1242,23.24,71,5,1.41,YE,1701898902
345,vizinga,61.0749,50.1031,-29.03,98,10,0.7,RU,1701899078
346,salinas,36.6777,-121.6555,19.32,70,75,2.57,US,1701899078
347,scarborough,54.2797,-0.4044,6.48,88,73,2.68,GB,1701898373
348,mapastepec,15.4333,-92.9,30.96,56,33,1.62,MX,1701899078
349,remire-montjoly,4.9167,-52.2667,27.02,89,20,1.54,GF,1701899078
350,knoxville,35.9606,-83.9207,7.79,59,40,3.6,US,1701898763
351,oranjemund,-28.55,16.4333,16.85,95,1,1.28,NA,1701899079
352,damghan,36.1683,54.348,8.5,34,100,0.6,IR,1701899079
353,stephenville,32.2207,-98.2023,20.65,34,0,4.12,US,1701899079
354,rosarito,32.3333,-117.0333,24.02,61,8,1.9,MX,1701898524
355,sturgis,41.7992,-85.4192,3.89,74,0,2.57,US,1701899079
356,chegdomyn,51.1167,133.0167,-13.33,92,100,1.27,RU,1701899079
357,ambanja,-13.6833,48.45,24.16,94,90,1.12,MG,1701899079
358,mirnyy,62.5353,113.9611,-45.43,63,82,0.89,RU,1701899080
359,riberalta,-10.9833,-66.1,32.11,66,75,0.0,BO,1701899080
360,beyneu,45.3167,55.2,-0.92,56,99,6.31,KZ,1701899080
361,santiago de cao,-7.9589,-79.2392,20.07,83,75,6.17,PE,1701899080
362,jeypore,18.85,82.5833,19.68,93,98,2.53,IN,1701899080
363,labytnangi,66.6572,66.4183,-34.66,100,21,1.41,RU,1701898808
364,vernon,50.2581,-119.2691,7.01,95,100,1.54,CA,1701899080
365,andergrove,-21.0833,149.1833,27.58,75,67,7.08,AU,1701899081
366,puerto baquerizo moreno,-0.9,-89.6,27.55,69,20,6.17,EC,1701899081
367,kuta,-8.7233,115.1723,25.97,94,40,2.68,ID,1701899081
368,el granada,37.5027,-122.4694,18.46,87,40,10.29,US,1701899081
369,katsuura,35.1333,140.3,16.3,69,65,10.35,JP,1701899081
370,fortuna,40.5982,-124.1573,13.32,95,100,2.57,US,1701899081
371,chengde,40.9725,117.9361,-3.91,46,8,0.66,CN,1701899082
372,jamestown,42.097,-79.2353,0.77,80,100,5.66,US,1701899001
373,cururupu,-1.8283,-44.8683,26.28,83,100,1.9,BR,1701898791
374,atafu village,-8.5421,-172.5159,29.13,75,99,3.5,TK,1701899082
375,gioia tauro,38.424,15.899,14.07,65,100,6.25,IT,1701899082
376,garissa,-0.4536,39.6401,27.96,54,89,2.1,KE,1701899082
377,merizo village,13.2658,144.6691,27.31,83,89,6.98,GU,1701899082
378,puerto santa,-8.9906,-78.6456,20.6,82,100,4.83,PE,1701899083
379,aragarcas,-15.8975,-52.2508,35.36,55,20,0.0,BR,1701898953
380,butembo,0.15,29.2833,14.2,97,10,1.15,CD,1701899038
381,cox's bazar,21.4532,91.9798,23.29,76,100,2.11,BD,1701899083
382,tsumeb,-19.2333,17.7167,23.86,55,94,3.29,NA,1701899083
383,barra de santo antonio,-9.4047,-35.5072,27.6,80,26,3.41,BR,1701899083
384,acarau,-2.8856,-40.12,27.12,79,94,8.36,BR,1701899083
385,saacow,1.6279,42.4407,25.17,67,31,4.04,SO,1701899084
386,kaa-khem,51.6833,94.7333,-10.89,92,100,1.4,RU,1701899084
387,changwon,35.2281,128.6811,5.93,61,2,2.45,KR,1701899084
388,oxkutzkab,20.3,-89.4167,26.58,55,100,3.24,MX,1701899084
389,lib,8.3122,167.3766,27.8,78,88,9.85,MH,1701899084
390,banda aceh,5.5577,95.3222,26.15,82,99,2.15,ID,1701899084
391,i-n-salah,27.1935,2.4607,18.86,29,0,3.53,DZ,1701899085
392,mulanje,-16.0316,35.5,20.14,84,8,4.33,MW,1701899085
393,falam,22.9167,93.6833,13.36,97,100,0.18,MM,1701899085
394,ormara,25.2088,64.6357,22.71,51,0,2.29,PK,1701899085
395,abepura,-2.6333,140.5833,24.45,94,40,1.03,ID,1701899085
396,moissala,8.3404,17.7663,28.87,41,92,1.13,TD,1701899085
397,nantucket,41.2835,-70.0995,1.19,77,100,8.75,US,1701899085
398,caluula,11.9661,50.7569,25.43,59,8,4.65,SO,1701899086
399,weno,7.4515,151.8468,25.97,100,100,0.0,FM,1701899086
400,namibe,-15.1961,12.1522,23.38,85,100,2.13,AO,1701899086
401,nizhniy ingash,56.2,96.53,-21.69,97,100,5.53,RU,1701899086
402,el calafate,-50.3408,-72.2768,15.21,49,11,6.48,AR,1701898817
403,touggourt,33.1053,6.058,13.06,47,0,2.06,DZ,1701899086
404,chuguyevka,44.1653,133.8633,-8.15,90,100,2.33,RU,1701899087
405,eydhafushi,5.1033,73.0708,28.29,76,98,3.22,MV,1701899087
406,ambodifotatra,-16.9833,49.85,25.47,76,27,1.23,MG,1701899087
407,savalou,7.9281,1.9756,28.7,60,48,3.47,BJ,1701899087
408,bodo,67.28,14.405,-2.35,74,75,12.35,NO,1701899087
409,pemangkat,1.1667,108.9667,26.45,82,100,0.52,ID,1701899087
410,broome,42.2506,-75.833,-0.38,83,100,4.12,US,1701899087
411,ulety,51.3572,112.4849,-18.16,90,84,1.17,RU,1701899088
412,quatre cocos,-20.2078,57.7625,25.05,82,51,3.97,MU,1701899088
413,arkhangel'sk,64.5401,40.5433,-21.6,83,20,2.0,RU,1701899088
414,moscow,55.7522,37.6156,-9.76,100,100,0.82,RU,1701898788
415,lethbridge,49.7,-112.8186,12.27,54,75,1.54,CA,1701898839
416,nar'yan-mar,67.6713,53.087,-17.16,97,100,4.02,RU,1701899088
417,cooma,-36.2333,149.1333,22.78,37,21,1.18,AU,1701899088
418,saint-philippe,-21.3585,55.7679,24.77,78,45,2.51,RE,1701899089
419,az zubayr,30.3945,47.7011,11.92,71,0,2.57,IQ,1701899089
420,tual,-5.6667,132.75,28.77,68,69,0.35,ID,1701899089
421,minas de marcona,-15.2119,-75.1103,18.41,64,97,7.32,PE,1701899089
422,bhit shah,25.8044,68.4927,17.73,36,0,3.24,PK,1701899089
423,nuku'alofa,-21.1333,-175.2,28.19,78,40,3.6,TO,1701899051
424,gonabad,34.3529,58.6837,9.33,22,100,0.17,IR,1701899089
425,gazi,35.3253,25.0669,15.34,77,20,2.06,GR,1701899090
426,richards bay,-28.783,32.0377,20.19,85,100,2.08,ZA,1701899090
427,ivanava,52.1451,25.5365,-2.58,93,100,5.4,BY,1701899090
428,lethem,3.3803,-59.7968,30.01,56,82,3.06,GY,1701899090
429,george,-33.963,22.4617,15.75,94,75,0.51,ZA,1701899090
430,tucumcari,35.1717,-103.725,22.19,17,0,8.23,US,1701899090
431,kirensk,57.7853,108.1119,-46.13,100,73,1.34,RU,1701899090
432,pueblo,38.2545,-104.6091,24.97,8,0,5.14,US,1701898942
433,mahmutlar,36.949,36.1923,14.65,81,100,2.31,TR,1701899091
434,sirte,31.2089,16.5887,18.91,40,100,3.21,LY,1701899091
435,coquimbo,-29.9533,-71.3436,17.85,67,0,6.17,CL,1701898829
436,kaspiysk,42.8816,47.6392,10.13,100,100,9.0,RU,1701899091
437,khorixas,-20.3667,14.9667,23.48,33,22,3.84,NA,1701899091
438,geraldton,-28.7667,114.6,19.23,82,40,4.63,AU,1701899091
439,ulladulla,-35.35,150.4667,21.62,65,90,1.18,AU,1701899092
440,ventspils,57.3894,21.5606,-10.04,92,99,0.51,LV,1701899092
441,lazaro cardenas,17.9583,-102.2,29.23,61,72,2.78,MX,1701899059
442,west university place,29.718,-95.4338,21.84,42,0,1.54,US,1701898887
443,saint-francois,46.4154,3.9054,0.92,100,100,1.54,FR,1701899092
444,boguchany,58.3814,97.4531,-31.19,93,100,3.13,RU,1701899092
445,mezhdurechenskiy,59.6,65.9333,-31.9,96,39,2.34,RU,1701899092
446,forster,-32.1667,152.5167,24.65,73,10,1.4,AU,1701898801
447,oeiras do para,-2.0031,-49.8544,27.34,76,97,0.82,BR,1701899093
448,ubinskoye,55.3068,79.6802,-23.39,95,100,4.41,RU,1701899093
449,benjamin constant,-4.3831,-70.0311,30.07,69,40,3.09,BR,1701899093
450,usinsk,65.9939,57.5281,-31.07,99,89,1.79,RU,1701898811
451,labasa,-16.4167,179.3833,30.85,57,96,1.68,FJ,1701899093
452,nunspeet,52.3667,5.7667,2.15,90,9,2.41,NL,1701899093
453,isla mujeres,21.2311,-86.731,27.03,63,85,8.05,MX,1701899094
454,santiago,-33.4569,-70.6483,29.05,18,0,6.69,CL,1701898977
455,tucurui,-3.7661,-49.6725,26.42,83,65,0.97,BR,1701899094
456,yugorsk,61.3133,63.3319,-31.73,95,80,2.16,RU,1701899094
457,rach gia,10.0167,105.0833,24.41,90,88,2.53,VN,1701898954
458,embi,48.8264,58.1442,-7.2,67,28,2.44,KZ,1701899094
459,wamba,8.9333,8.6,24.84,26,43,2.04,NG,1701899094
460,pont rouge,48.8833,-72.0825,-10.94,92,69,2.09,CA,1701899094
461,santa marta de ortigueira,43.6833,-7.85,14.58,62,100,2.68,ES,1701899095
462,bushehr,28.9684,50.8385,18.05,88,2,0.0,IR,1701899095
463,yarmouth,41.7057,-70.2286,1.09,76,100,10.73,US,1701899095
464,lushoto,-4.7833,38.2833,16.12,92,84,1.14,TZ,1701899095
465,nema,57.5067,50.5011,-29.91,100,32,1.35,RU,1701899095
466,notodden,59.5594,9.2585,-4.71,92,100,1.44,NO,1701899095
467,bukama,-9.2,25.85,21.38,92,96,0.7,CD,1701899096
468,tamandare,-8.7597,-35.1047,25.74,78,8,2.83,BR,1701898916
469,jambi city,-1.6,103.6167,22.59,95,36,1.08,ID,1701899096
470,cascais,38.6979,-9.4215,13.92,85,100,7.15,PT,1701899096
471,dolgoderevenskoye,55.3444,61.3444,-24.82,76,0,4.0,RU,1701899096
472,lihue,21.9789,-159.3672,26.31,70,75,6.17,US,1701899096
473,horta,38.5333,-28.6333,17.8,81,40,8.23,PT,1701899097
474,brioude,45.1667,3.4167,0.83,87,87,0.4,FR,1701899097
475,queenstown,-31.8976,26.8753,13.24,91,98,1.2,ZA,1701899097
476,veruela,8.0731,125.9558,23.19,99,96,0.78,PH,1701899097
477,polyarnyy,69.1989,33.4478,-14.79,95,88,4.69,RU,1701899097
478,chosica,-11.9431,-76.7094,14.67,65,100,3.19,PE,1701899097
479,pinas,-3.6667,-79.65,27.62,94,100,1.04,EC,1701899097
480,rudnichnyy,59.617,52.4703,-35.54,100,21,1.18,RU,1701899098
481,upper dir,35.2058,71.8756,8.01,27,0,3.76,PK,1701899098
482,ust'-ilimsk,58.0006,102.6619,-40.87,99,10,1.45,RU,1701899098
483,kaga bandoro,6.9896,19.1874,26.97,52,73,1.46,CF,1701899098
484,kavieng,-2.5744,150.7967,28.49,77,100,2.23,PG,1701899098
485,teruel,40.6667,-0.6667,2.85,50,100,2.35,ES,1701899098
486,charters towers,-20.1,146.2667,24.66,55,54,6.23,AU,1701899098
487,miramar beach,30.3744,-86.3586,15.35,49,68,5.11,US,1701898927
488,blagoveshchenka,52.8333,79.8667,-13.87,85,100,8.68,RU,1701899099
489,thinadhoo,0.5333,72.9333,27.56,80,99,4.42,MV,1701899099
490,al hamul,31.3115,31.1477,16.17,71,65,3.03,EG,1701899099
491,newport,51.5877,-2.9984,7.3,91,100,8.59,GB,1701899099
492,south portland gardens,43.639,-70.3153,-2.66,76,75,3.09,US,1701899099
493,basco,20.4487,121.9702,25.86,78,99,9.48,PH,1701899099
494,kalmunai,7.4167,81.8167,25.52,91,7,3.02,LK,1701899100
495,waspan,14.7419,-83.9717,25.42,88,26,2.96,NI,1701899100
496,ar ruways,24.1103,52.7306,22.41,68,15,2.15,AE,1701899100
497,moradabad,28.8333,78.7833,15.41,45,0,2.46,IN,1701899100
498,berezovo,63.9381,65.0419,-38.17,99,12,1.53,RU,1701899100
499,city of balikpapan,-1.242,116.8942,24.97,100,40,1.54,ID,1701899100
500,viamao,-30.0811,-51.0233,25.45,93,100,2.06,BR,1701898915
501,carnarvon,-24.8667,113.6333,22.59,73,0,9.11,AU,1701899101
502,vorgashor,67.5833,63.95,-30.72,100,16,0.73,RU,1701899101
503,suntar,62.1444,117.6319,-47.22,100,76,1.33,RU,1701899101
504,sampang,-7.1872,113.2394,26.92,82,78,3.4,ID,1701899101
505,holualoa,19.6228,-155.9522,28.26,74,20,4.12,US,1701899101
506,sacramento,38.4666,-121.3177,15.21,84,75,3.6,US,1701898950
507,gorom-gorom,14.4439,-0.2361,25.99,14,2,3.13,BF,1701899102
508,olyokminsk,60.3736,120.4264,-45.4,100,74,0.35,RU,1701899103
509,kamaishi,39.2667,141.8833,10.61,89,100,3.14,JP,1701899103
510,conceicao da barra,-18.5933,-39.7322,25.32,80,3,3.87,BR,1701899103
511,khorugh,37.4897,71.553,-6.45,60,1,0.56,TJ,1701899104
512,ak'ordat,15.5486,37.8867,25.88,43,26,2.27,ER,1701899104
513,inverell,-29.7833,151.1167,32.59,45,4,1.34,AU,1701899104
514,george town,5.4112,100.3354,26.96,92,20,0.51,MY,1701899029
515,boqueirao,-7.5,-36.1333,26.75,48,53,7.4,BR,1701899105
516,forshaga,59.5254,13.4813,-8.71,92,100,2.06,SE,1701899105
517,zuwarah,32.9312,12.082,16.85,45,76,1.57,LY,1701899105
518,callao,-12.0667,-77.15,20.16,77,75,5.66,PE,1701899042
519,hsinchu,24.8036,120.9686,18.81,67,56,2.24,TW,1701899105
520,grantsville,40.5999,-112.4644,15.31,44,94,3.18,US,1701899106
521,kelibia,36.8476,11.0939,12.14,94,75,1.03,TN,1701899106
522,madang,-5.2246,145.7966,25.28,92,99,2.96,PG,1701899106
523,kill devil hills,36.0307,-75.676,7.21,63,75,6.69,US,1701898812
524,oppdal,62.5943,9.6912,-9.13,71,100,3.18,NO,1701899107
525,dowa,-13.654,33.9375,20.34,73,62,1.9,MW,1701899107
526,kalemie,-5.9475,29.1947,21.18,84,65,1.52,CD,1701899107
527,kozan,37.4552,35.8157,14.06,82,100,2.52,TR,1701899107
528,zhaqsy,51.9083,67.3133,-25.1,100,94,2.93,KZ,1701899108
529,kidal,18.4411,1.4078,24.31,13,0,3.19,ML,1701899108
530,urcos,-13.6861,-71.6228,15.94,68,100,3.23,PE,1701899108
531,dhidhdhoo,6.8833,73.1,27.97,74,96,1.93,MV,1701899108
532,port douglas,-16.4833,145.4667,26.87,66,77,4.88,AU,1701899108
533,letlhakane,-21.4167,25.5833,22.09,55,7,7.33,BW,1701899109
534,xilin hot,43.9667,116.0333,-6.17,78,100,5.05,CN,1701899109
535,mossendjo,-2.9506,12.7261,20.79,99,27,0.43,CG,1701899109
536,fisterra,42.9049,-9.2629,12.08,85,100,14.58,ES,1701899109
537,kingsland,30.8,-81.6898,15.97,49,4,2.54,US,1701899109
538,funafuti,-8.5243,179.1942,32.0,79,75,5.14,TV,1701899110
539,puerto santander,8.3636,-72.4063,32.67,60,55,1.28,CO,1701899110
540,lake city,30.1897,-82.6393,16.03,44,0,3.6,US,1701899097
541,west bay,19.3667,-81.4167,29.04,74,20,6.17,KY,1701899110
542,kemise,10.7167,39.8667,19.73,48,93,1.05,ET,1701899110
543,vila velha,-20.3297,-40.2925,26.97,85,20,6.69,BR,1701899111
544,faya-largeau,17.9257,19.1043,20.33,24,0,5.76,TD,1701899111
545,bahia honda,22.9036,-83.1592,23.23,65,71,6.73,CU,1701899111
546,mangalia,43.8,28.5833,9.2,89,100,7.1,RO,1701899111
547,pangody,65.85,74.4859,-37.61,98,20,2.71,RU,1701899111
548,barro alto,-11.7608,-41.9117,24.87,46,8,2.99,BR,1701899111
549,manggar,-2.8833,108.2667,26.19,86,100,2.45,ID,1701898846
550,vyerkhnyadzvinsk,55.7815,27.9443,-14.77,98,86,2.62,BY,1701899112
551,partenit,44.578,34.3446,7.62,83,86,4.29,UA,1701899112
552,hengchun,22.0042,120.7439,20.95,79,99,9.15,TW,1701899112
553,edgewater,28.9889,-80.9023,17.29,55,0,8.23,US,1701899112
554,breyten,-26.3018,29.987,11.6,97,100,3.6,ZA,1701899113
555,orcopampa,-15.2661,-72.3417,14.01,36,91,5.22,PE,1701899113
556,mount pearl,47.5166,-52.7813,-4.04,83,40,2.57,CA,1701899113
557,tuy hoa,13.0833,109.3,23.14,91,99,2.89,VN,1701899113
558,quiberon,47.4841,-3.1196,12.33,82,100,3.13,FR,1701899114
559,colac,-38.3333,143.5833,14.35,57,100,0.4,AU,1701899114
560,tsiombe,-25.3,45.4833,22.57,73,43,6.65,MG,1701899114
561,rufino,-34.2683,-62.7126,24.9,56,22,3.96,AR,1701899114
562,cadale,2.7603,46.3222,26.66,73,4,7.19,SO,1701899115
